City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
birjand,0,IR,1586123515,70,32.87,59.22,281.15,2.1
anloga,20,GH,1586123516,79,5.79,0.9,301.48,5.12
veraval,0,IN,1586123516,62,20.9,70.37,298.25,4.07
tiksi,93,RU,1586123516,93,71.69,128.87,264.83,9.45
roald,100,NO,1586123516,72,62.58,6.13,284.15,4.1
harbour breton,86,CA,1586123564,93,47.48,-55.8,272.98,2.49
lichuan,95,CN,1586123564,62,30.3,108.85,279.05,0.27
paamiut,100,GL,1586123564,88,61.99,-49.67,271.65,3.54
jackson,75,US,1586123450,66,42.42,-122.83,288.71,6.2
san cristobal,40,VE,1586123565,52,7.77,-72.22,307.15,4.1
nelson bay,0,AU,1586123565,67,-32.72,152.15,289.82,6.7
castro,13,BR,1586123565,52,-24.79,-50.01,292.56,0.78
krasnokholmskiy,10,RU,1586123565,95,55.99,55.05,271.63,3.99
mitsamiouli,88,KM,1586123566,65,-11.38,43.28,301.96,1.54
pedernales,41,DO,1586123566,62,18.04,-71.74,301.96,2.08
kristiansund,100,NO,1586123566,49,63.11,7.73,282.15,10.3
sola,90,VU,1586123566,83,-13.88,167.55,302.15,6.2
juneau,75,US,1586123566,45,58.3,-134.42,279.15,2.1
richards bay,0,ZA,1586123567,86,-28.78,32.04,295.09,4.86
manokwari,89,ID,1586123567,69,-0.87,134.08,299.58,2.36
jilemnice,0,CZ,1586123567,48,50.61,15.51,280.37,0.5
pangkalanbuun,99,ID,1586123567,88,-2.68,111.62,298.44,0.97
flin flon,20,CA,1586123567,33,54.77,-101.86,271.15,2.1
manta,73,EC,1586123317,79,-0.95,-80.73,302.15,5.1
yanam,2,IN,1586123568,89,16.73,82.22,298.96,2.28
mairipora,0,BR,1586123568,73,-23.32,-46.59,300.15,2.6
ibra,25,OM,1586123568,23,22.69,58.53,301.72,2.85
brainerd,1,US,1586123568,40,46.36,-94.2,285.15,6.2
zyryanka,95,RU,1586123569,90,65.75,150.85,259.28,4.01
laguna,90,US,1586123569,87,38.42,-121.42,286.48,4.1
moranbah,56,AU,1586123569,41,-22,148.05,291.72,6.81
faanui,4,PF,1586123569,74,-16.48,-151.75,301.62,4.71
ketchikan,1,US,1586123570,48,55.34,-131.65,279.15,6.7
potosi,77,BO,1586123570,15,-19.58,-65.75,287.45,2.33
progreso,5,MX,1586123570,32,21.28,-89.67,309.15,3.6
colares,40,PT,1586123570,93,38.8,-9.45,288.15,2.1
aberdeen,94,GB,1586123571,71,57.14,-2.1,283.15,9.8
mbandaka,41,CD,1586123571,89,0.05,18.26,294.34,1.3
vila franca do campo,20,PT,1586123571,87,37.72,-25.43,288.15,0.5
kachiry,21,KZ,1586123571,84,53.07,76.1,278.55,4.21
rundu,0,NA,1586123571,78,-17.93,19.77,295.15,1
griffith,1,US,1586123572,52,41.53,-87.42,288.15,5.1
okha,1,RU,1586123572,94,53.57,142.95,268.82,3.93
mezen,99,RU,1586123572,94,65.85,44.24,268.53,4.28
darlowo,0,PL,1586123572,63,54.42,16.41,280,4.79
namtsy,72,RU,1586123572,91,62.72,129.67,254.15,1
okhotsk,100,RU,1586123573,94,59.38,143.3,266,1.85
kukshi,0,IN,1586123573,14,22.2,74.75,301.05,1.78
dudinka,40,RU,1586123573,100,69.41,86.18,272.15,7
saint george,1,US,1586123479,20,37.1,-113.58,295.37,9.3
praya,20,CV,1586123574,73,14.92,-23.51,295.15,8.7
plaster rock,90,CA,1586123624,40,46.91,-67.39,285.15,3.1
palmer,90,US,1586123624,58,42.16,-72.33,287.59,3.1
manggar,89,ID,1586123624,81,-2.88,108.27,300.39,2.8
san clemente,75,US,1586123625,52,33.43,-117.61,291.48,3.6
katobu,86,ID,1586123625,91,-4.94,122.53,297.66,0.28
rusne,19,LT,1586123625,80,55.3,21.38,277.15,2
yasnyy,90,RU,1586123625,59,51.03,59.87,279.04,5.64
wilmington,1,US,1586123626,48,34.23,-77.94,294.82,4.1
virginia beach,20,US,1586123482,54,36.85,-75.98,293.15,4.1
vidim,0,RU,1586123626,89,56.41,103.11,269.81,1.41
luderitz,1,NA,1586123626,93,-26.65,15.16,287.15,3.1
dingle,77,PH,1586123627,83,11,122.67,297.86,3.8
warrnambool,39,AU,1586123627,95,-38.38,142.48,283.15,5.27
meadow lake,20,US,1586123627,13,34.8,-106.54,295.93,6.2
harper,50,LR,1586123627,82,4.38,-7.72,301.57,3.71
san luis,54,AR,1586123340,37,-33.3,-66.34,297.14,4.2
sabya,20,SA,1586123628,62,17.15,42.63,304.15,2.1
meulaboh,99,ID,1586123628,82,4.14,96.13,299.37,1.63
labytnangi,99,RU,1586123628,97,66.66,66.42,271.71,1.78
angoram,94,PG,1586123628,97,-4.06,144.07,296.9,0.82
melfi,40,IT,1586123628,93,41,15.65,283.15,3.6
ngunguru,95,NZ,1586123629,70,-35.62,174.5,292.04,2.68
izumo,20,JP,1586123629,61,35.37,132.77,276.15,3.1
kovylkino,100,RU,1586123629,90,54.04,43.91,273.49,7.18
mayumba,81,GA,1586123628,86,-3.43,10.66,300.15,2.14
aykhal,55,RU,1586123630,68,66,111.5,271.15,3
bathsheba,40,BB,1586123630,69,13.22,-59.52,301.15,6.7
langenburg,0,DE,1586123630,52,49.25,9.85,283.71,1
biking,20,PH,1586123630,74,9.59,123.84,300.15,4.22
jimo,100,CN,1586123631,56,36.39,120.46,282.04,1
huarmey,26,PE,1586123631,60,-10.07,-78.15,299.86,3.97
chifeng,0,CN,1586123631,43,42.27,118.96,278.57,1.5
atar,0,MR,1586123631,21,20.52,-13.05,301.2,3.78
niihama,20,JP,1586123632,56,33.96,133.32,280.15,4.6
ancud,20,CL,1586123632,50,-41.87,-73.82,286.15,6.7
itarema,45,BR,1586123632,83,-2.92,-39.92,300.23,3.31
dabat,43,ET,1586123632,22,12.98,37.77,287.4,0.86
srednekolymsk,100,RU,1586123632,91,67.45,153.68,259.67,2.55
petropavlovsk-kamchatskiy,0,RU,1586123632,49,53.05,158.65,269.15,2
terney,100,RU,1586123633,86,45.05,136.61,274.55,2.77
loreto,50,MX,1586123633,8,22.27,-101.97,301.51,7.74
catamarca,0,AR,1586123633,65,-28.47,-65.79,301.48,0.89
bemidji,1,US,1586123429,37,47.47,-94.88,285.93,3.1
paidha,76,UG,1586123633,51,2.42,30.99,293.09,2.25
luanda,75,AO,1586123496,78,-8.84,13.23,301.15,5.1
sur,0,OM,1586123684,33,22.57,59.53,303.25,3.09
revda,100,RU,1586123684,80,56.8,59.93,275.15,1
najran,0,SA,1586123685,36,17.49,44.13,298.15,2.27
tazmalt,75,DZ,1586123685,87,36.39,4.4,285.15,2.1
pangody,100,RU,1586123685,97,65.85,74.49,273.12,1.56
vao,100,NC,1586123685,76,-22.67,167.48,298.37,10.13
nago,1,JP,1586123685,82,26.59,127.98,292.15,2.6
kamaishi,51,JP,1586123685,73,39.27,141.88,277.13,7.9
esso,0,RU,1586123686,82,55.93,158.7,262.44,1.41
ishigaki,75,JP,1586123569,72,24.34,124.16,292.15,4.6
zholymbet,71,KZ,1586123686,85,51.74,71.71,276.44,4.24
vitim,100,RU,1586123686,95,59.45,112.56,271.7,2.97
kroya,94,ID,1586123687,84,-7.63,109.25,299.1,1.17
utica,75,US,1586123425,62,43.1,-75.23,286.48,7.2
borogontsy,91,RU,1586123687,93,62.67,131.17,257.57,1.9
xinyang,84,CN,1586123687,65,32.12,114.07,283.78,0.6
pontes e lacerda,100,BR,1586123687,85,-15.23,-59.34,298.76,0.63
porto novo,81,BJ,1586123688,76,6.5,2.6,301.78,3.7
kota tinggi,20,MY,1586123688,94,1.74,103.9,301.15,0.5
fond du lac,1,US,1586123688,37,43.77,-88.44,286.15,2.1
petatlan,20,MX,1586123688,66,17.52,-101.27,303.15,5.1
sinnamary,96,GF,1586123689,80,5.38,-52.95,300.52,6.16
te anau,100,NZ,1586123679,74,-45.42,167.72,288.13,2.36
kaspiyskiy,94,RU,1586123689,59,45.39,47.37,284.95,3.62
bloemfontein,83,ZA,1586123461,77,-29.12,26.21,289.15,2.1
orange cove,100,US,1586123689,100,36.62,-119.31,292.15,1.5
aklavik,75,CA,1586123690,68,68.22,-135.01,271.15,5.1
anadyr,86,RU,1586123690,76,64.75,177.48,253.15,5
punta alta,1,AR,1586123690,37,-38.88,-62.07,296.27,6.68
mayskiy,0,RU,1586123691,40,47.69,40.1,275.15,5
tricase,40,IT,1586123691,82,39.93,18.36,286.15,3.6
douglas,40,US,1586123691,36,41.3,-96.17,290.15,5.1
lleida,72,ES,1586123431,100,41.62,0.62,284.26,2.89
masumbwe,100,TZ,1586123691,68,-3.63,32.18,291.98,2.54
alvorada,7,BR,1586123691,65,-12.48,-49.12,301.95,0.9
finschhafen,87,PG,1586123692,72,-6.6,147.87,300.67,1.97
kabo,29,CF,1586123692,38,7.7,18.63,301.83,2.93
carballo,35,ES,1586123692,82,43.21,-8.69,287.04,2.1
yerbogachen,83,RU,1586123692,95,61.28,108.01,268.45,3.14
mackay,40,AU,1586123692,94,-21.15,149.2,297.59,2.1
basco,74,PH,1586123693,84,20.45,121.97,297.45,10.88
acari,13,PE,1586123693,56,-15.43,-74.62,298.61,3.14
keti bandar,2,PK,1586123693,79,24.14,67.45,297.74,4.84
bardiyah,98,LY,1586123693,67,31.76,25.09,288.46,5.87
amlagora,0,IN,1586123693,23,22.83,87.33,298.68,2.15
banagher,100,IE,1586123744,89,53.19,-7.99,283.71,3.58
banfora,42,BF,1586123744,20,10.63,-4.77,308.75,0.53
bocas del toro,33,PA,1586123744,58,9.33,-82.25,297.59,1.79
ruteng,67,ID,1586123745,75,-8.61,120.47,291.25,0.97
nisia floresta,40,BR,1586123745,83,-6.09,-35.21,302.15,3.1
sikasso,26,ML,1586123745,22,10.92,-7,307.75,1.15
belogorsk,83,RU,1586123745,94,50.92,128.46,271.91,3.73
saquarema,40,BR,1586123718,73,-22.92,-42.51,298.15,2.1
la tuque,100,CA,1586123746,88,47.43,-72.78,277.23,3.89
kangaatsiaq,0,GL,1586123746,85,68.31,-53.46,266.77,11.86
bowen,3,AU,1586123746,94,-20.02,148.23,298.15,3.1
slave lake,90,CA,1586123746,62,55.28,-114.77,269.15,7.2
comodoro rivadavia,75,AR,1586123746,33,-45.87,-67.5,287.15,7.7
leme,0,BR,1586123676,57,-22.19,-47.39,294.98,0.89
lively,5,CA,1586123747,33,46.43,-81.15,282.59,4.1
