City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
grand baie,40,MU,1586153549,74,-20.02,57.58,82.99,10.29
beira,1,MZ,1586153550,78,-19.84,34.84,76.35,8.79
mount isa,93,AU,1586153550,17,-20.73,139.5,89.6,9.17
najran,0,SA,1586153550,26,17.49,44.13,80.6,4.7
arua,100,UG,1586153550,53,3.02,30.91,72.93,7.36
kavaratti,20,IN,1586153551,66,10.57,72.64,87.8,3.36
pokrovsk,0,UA,1586153551,55,48.28,37.18,41.2,15.28
camacha,75,PT,1586153551,88,33.08,-16.33,66.2,9.17
perieti,0,RO,1586153552,39,44.4,24.55,48,14.99
watertown,1,US,1586153552,75,42.37,-71.18,48,10.29
mulege,99,MX,1586153552,46,26.88,-111.98,69.03,1.12
ringebu,100,NO,1586153553,93,61.52,10.17,32,1.99
kindia,0,GN,1586153553,76,10.06,-12.87,73.58,2.24
sosnovka,84,RU,1586153553,64,56.26,51.28,39.2,5.28
dumas,75,US,1586153553,93,35.87,-101.97,57.2,17.22
tara,99,RU,1586153554,94,56.89,74.37,37.85,6.42
tharad,0,IN,1586153554,13,24.4,71.63,98.64,7.05
muzaffarabad,100,PK,1586153480,49,34.37,73.47,58.33,7.58
werda,0,BW,1586153555,30,-25.27,23.28,68.41,5.73
la asuncion,43,VE,1586153555,86,11.03,-63.86,77.29,13.65
gedo,48,ET,1586153555,26,9.02,37.45,66.31,8.93
aransas pass,40,US,1586153556,88,27.91,-97.15,71.6,4.7
uray,100,RU,1586153556,93,60.12,64.78,32.31,9.19
mao,70,ES,1586153557,87,39.89,4.27,51.8,5.82
aksu,17,CN,1586153557,15,41.12,80.26,67.96,4.36
marawi,51,PH,1586153557,52,8,124.29,81.52,5.99
broome,1,US,1586153557,82,42.25,-75.83,39.99,8.05
tsnori,90,GE,1586153558,93,41.62,45.97,51.8,6.93
ravar,0,IR,1586153558,15,31.27,56.81,67.8,4.5
zambezi,96,ZM,1586153554,65,-13.54,23.1,66.9,1.12
valparaiso,0,CL,1586153559,81,-33.04,-71.63,50,5.82
florence,12,IT,1586153473,70,43.77,11.25,52,4.7
gat,75,IL,1586153559,77,31.61,34.76,68,5.82
kutahya,75,TR,1586153559,87,39.42,29.98,48.2,8.05
usinsk,35,RU,1586153560,96,65.99,57.53,22.3,8.05
chulman,100,RU,1586153560,72,56.85,124.91,30.58,11.23
saint-pierre,25,RE,1586153560,69,-21.34,55.48,82.4,13.87
marsa matruh,20,EG,1586153561,81,31.35,27.25,53.6,7.52
anadyr,7,RU,1586153561,77,64.75,177.48,0,13.42
montorio al vomano,6,IT,1586153561,86,42.58,13.64,48.99,4.7
camopi,77,GF,1586153562,93,3.17,-52.32,74.08,2.73
tulagi,75,SB,1586153562,83,-9.1,160.15,84.2,3.36
andenes,100,NO,1586153563,58,69.31,16.12,28.99,18.34
tshikapa,100,CD,1586153560,79,-6.42,20.8,73.08,2.51
poplar bluff,1,US,1586153563,81,36.76,-90.39,57.2,5.82
wanning,61,CN,1586153609,83,18.8,110.4,78.46,10.47
praya,20,CV,1586153609,73,14.92,-23.51,69.8,16.11
hambantota,20,LK,1586153609,63,6.12,81.12,91.4,4.7
polunochnoye,0,RU,1586153610,78,60.87,60.42,32.18,7.74
kruisfontein,95,ZA,1586153610,74,-34,24.73,60.24,18.72
pyapon,1,MM,1586153610,23,16.28,95.68,100.53,6.96
tikrit,85,IQ,1586153610,23,34.61,43.68,74.73,10.27
vadamadurai,8,IN,1586153611,38,10.47,78.08,93.72,3.2
codrington,67,AU,1586153611,54,-38.27,141.97,59.47,8.77
fairview,20,US,1586153611,76,40.81,-74,55,5.82
athens,75,GR,1586153571,71,37.98,23.72,52,13.87
iskateley,100,RU,1586153611,95,67.68,53.15,21.61,10.02
coromandel,1,BR,1586153612,72,-18.47,-47.2,66.45,3.56
hualmay,29,PE,1586153612,75,-11.1,-77.61,71.82,6.44
rincon,1,US,1586153612,93,32.3,-81.24,64,3.02
belmonte,75,BR,1586153612,78,-15.86,-38.88,78.8,5.82
sorland,90,NO,1586153613,100,67.67,12.69,33.8,13.87
road town,20,VG,1586153449,83,18.42,-64.62,78.8,8.05
port augusta,75,AU,1586153613,60,-32.5,137.77,70,10.29
buraydah,0,SA,1586153613,61,26.33,43.98,80.6,9.17
lamu,50,KE,1586153613,68,-2.27,40.9,85.39,5.79
miandrivazo,52,MG,1586153614,61,-19.52,45.47,82,3.62
chik,21,RU,1586153614,39,54.99,82.43,46.4,11.18
russellville,1,US,1586153614,93,35.28,-93.13,57.2,1.25
samarai,52,PG,1586153614,62,-10.62,150.67,84.31,14.32
oskemen,75,KZ,1586153615,47,49.96,82.61,55.4,6.71
burns lake,71,CA,1586153615,87,54.23,-125.75,22.89,2.28
yaan,97,NG,1586153616,69,7.38,8.57,80.1,10.42
durusu,75,TR,1586153455,76,41.31,28.68,50,28.86
inta,90,RU,1586153616,94,66.03,60.17,25.7,4.92
shingu,20,JP,1586153616,47,33.73,135.98,57.2,18.34
wapi pathum,20,TH,1586153616,58,15.85,103.38,87.8,4.7
salme,20,NP,1586153617,29,28.04,85.09,77,4.7
san pedro,20,PH,1586153348,47,14.35,121.02,95,9.17
mitu,79,CO,1586153617,91,1.2,-70.17,73.83,0.43
tanda,0,IN,1586153618,11,26.55,82.65,101.05,22.41
irtyshskiy,93,RU,1586153618,95,58.33,68.13,35.96,5.64
praia,20,CV,1586153609,73,14.92,-23.51,69.8,16.11
broken hill,90,AU,1586153618,46,-31.95,141.43,69.8,12.75
chifeng,1,CN,1586153619,20,42.27,118.96,61.75,12.3
hovd,7,MN,1586153619,30,48.01,91.64,42.15,4.54
iwanai,100,JP,1586153619,90,42.97,140.51,35.67,18.14
tambovka,40,RU,1586153619,25,50.1,128.05,41,17.9
garissa,5,KE,1586153620,58,-0.45,39.64,84.4,8.19
pozo colorado,48,PY,1586153620,79,-23.49,-58.8,76.51,6.96
carballo,100,ES,1586153620,100,43.21,-8.69,51.01,5.82
paamiut,99,GL,1586153621,88,61.99,-49.67,20.88,8.68
munsingen,0,DE,1586153669,69,48.41,9.5,48,2.24
bathsheba,20,BB,1586153669,83,13.22,-59.52,78.8,13.87
mehamn,75,NO,1586153669,86,71.04,27.85,28.4,10.29
lubyany,86,RU,1586153670,59,56.04,51.4,33.8,6.71
victor harbor,75,AU,1586153670,63,-35.57,138.62,69.01,10.29
anqing,93,CN,1586153670,29,30.51,117.05,72.16,1.99
springbok,58,ZA,1586153671,67,-29.66,17.89,51.89,6.67
manta,90,EC,1586153407,78,-0.95,-80.73,78.8,4.7
cabedelo,20,BR,1586153671,94,-6.98,-34.83,78.8,5.91
oriximina,97,BR,1586153391,91,-1.77,-55.87,77.32,4.27
tukrah,19,LY,1586153672,66,32.53,20.58,59.61,7.9
nyagan,87,RU,1586153672,86,62.14,65.39,32.99,8.01
sibolga,98,ID,1586153672,77,1.74,98.78,82.24,3.04
waipawa,92,NZ,1586153672,77,-41.41,175.52,61,10.29
sarkand,97,KZ,1586153673,36,45.41,79.92,59.13,11.1
kangasala,90,FI,1586153673,100,61.46,24.08,36,3.36
sharjah,36,AE,1586153622,39,25.36,55.4,86,8.05
qom,1,IR,1586153673,26,34.64,50.88,63.39,3.71
middle island,75,US,1586153673,87,40.88,-72.94,48.99,3.36
lalpur,0,IN,1586153674,25,22.2,69.97,92.25,7.45
itoman,75,JP,1586153674,60,26.12,127.67,71.6,9.17
ormond beach,75,US,1586153674,93,29.29,-81.06,66,8.08
rabo de peixe,75,PT,1586153675,93,37.8,-25.58,59,1.12
vanavara,15,RU,1586153675,59,60.34,102.28,41.43,6.17
vestmannaeyjar,100,IS,1586153675,93,63.44,-20.27,45.61,29.55
quatre cocos,40,MU,1586153675,78,-20.21,57.76,82.99,11.41
newcastleton,100,GB,1586153676,87,55.18,-2.81,48.99,5.82
saint-ambroise,90,CA,1586153676,74,48.55,-71.33,33.8,13.87
rognan,75,NO,1586153676,92,67.1,15.39,32,32.21
oxilithos,90,GR,1586153676,71,38.58,24.12,51.8,35.57
balkanabat,52,TM,1586153676,58,39.51,54.37,58.35,7.02
ust-nera,100,RU,1586153677,84,64.57,143.2,19,6.78
mandera,11,KE,1586153677,53,3.94,41.87,85.55,9.8
necochea,9,AR,1586153677,80,-38.55,-58.74,60.01,18.99
margate,0,GB,1586153677,71,51.38,1.39,55,11.41
khandyga,100,RU,1586153678,93,62.67,135.6,22.71,1.14
ishigaki,75,JP,1586153678,77,24.34,124.16,69.8,6.93
turiacu,86,BR,1586153678,93,-1.66,-45.37,77.88,5.03
ennis,40,IE,1586153678,81,52.84,-8.99,44.6,12.75
warragul,60,AU,1586153679,72,-38.17,145.93,60.01,4
cortez,1,US,1586153679,33,37.35,-108.59,46.4,9.17
ewa beach,1,US,1586153680,83,21.32,-158.01,78.8,3.36
rio gallegos,92,AR,1586153680,73,-51.62,-69.22,41,10.29
alghero,4,IT,1586153680,93,40.56,8.32,41,3.36
phayao,11,TH,1586153680,13,19.25,100.25,101.71,7.05
chase,75,CA,1586153729,69,50.82,-119.69,33.8,4.7
gornyye klyuchi,0,RU,1586153729,46,45.25,133.5,49.12,10.8
logan,90,US,1586153730,66,41.74,-111.83,57.2,4.7
bull savanna,52,JM,1586153730,84,17.89,-77.59,73.02,3.98
krasnofarfornyy,96,RU,1586153730,72,59.14,31.85,35.91,1.77
abu dhabi,4,AE,1586153696,48,24.47,54.37,84.2,4.7
